polarity,homeless_trend
0.765,115
0.5449,-9
0.5449,-9
0.7906,189
0.5267,-140
0.5719,44
0.5859,2024
0.6956,-241
0.8074,1624
0.7964,2024
0.5859,44
0.8074,2024
0.7568,-9
0.5255,-9
0.8553,10
0.8267,10
0.7707,-403
0.6996,10
0.5859,2024
0.8221,2024
0.6884,-9
0.5267,2024
0.6249,2024
0.7964,2024
0.8271,44
0.6124,1624
0.5719,2582
0.6369,2024
0.5399,2024
0.5719,-9
0.7345,10
0.658,1624
0.6166,-9
0.7707,5
0.7959,380
0.7481,2024
0.6249,-9
0.6114,-9
0.5994,2024
0.5023,368
0.8555,-9
0.9089,10
0.6249,48
0.6476,41
0.6341,5
0.5106,-9
0.7412,-9
0.8316,10
0.5994,5
0.6369,10
0.5267,-9
0.6249,2024
0.5994,-9
0.6166,78
0.5719,-9
0.6369,-241
0.8807,368
0.6369,368
0.8225,2582
0.6808,-9
0.6808,-9
0.6476,-403
0.6476,-403
0.6476,-403
0.7845,1624
0.7845,1624
0.678,-9
0.678,-9
0.678,-9
0.802,1624
0.802,1624
0.802,1624
0.6696,2024
0.6696,2024
0.6696,2024
0.6408,-140
0.6408,-140
0.6408,-140
0.7461,2582
0.7461,2582
0.7461,2582
0.8481,120
0.8481,120
0.8481,120
0.7184,2024
0.7184,2024
0.7184,2024
0.6114,10
0.6114,10
0.6114,10
0.8625,-9
0.8625,-9
0.8625,-9
0.6166,-9
0.6166,-9
0.6166,-9
0.5719,-9
0.5719,-9
0.5719,-9
0.6114,2582
0.6114,2582
0.6114,2582
0.5267,1624
0.5267,1624
0.5267,1624
0.5719,10
0.5719,10
0.5719,10
0.7184,2024
0.7184,2024
0.7184,2024
0.7351,183
0.7351,183
0.7351,183
0.6369,8
0.6369,8
0.6369,8
0.6808,2024
0.6808,2024
0.6808,2024
0.6249,-9
0.6249,-9
0.6249,-9
0.7845,2024
0.7845,2024
0.7845,2024
0.7845,2024
0.7845,2024
0.7845,2024
0.7873,368
0.7873,368
0.7873,368
0.5994,2582
0.5994,2582
0.5994,2582
0.5994,2582
0.9042,-49
0.9042,-49
0.9042,-49
0.9042,-49
0.7482,10
0.7482,10
0.7482,10
0.7482,10
0.6249,368
0.6249,368
0.6249,368
0.6249,368
0.6705,84
0.6705,84
0.6705,84
0.6705,84
0.7346,-9
0.7346,-9
0.7346,-9
0.7346,-9
0.7297,55
0.7297,55
0.7297,55
0.7297,55
0.8442,1624
0.8442,1624
0.8442,1624
0.8442,1624
0.6219,-9
0.6219,-9
0.6219,-9
0.6219,-9
0.836,1624
0.836,1624
0.836,1624
0.836,1624
0.5994,987
0.5994,987
0.5994,987
0.5994,987
0.7177,-140
0.7177,-140
0.7177,-140
0.7177,-140
0.5994,-9
0.5994,-9
0.5994,-9
0.5994,-9
0.5719,44
0.5719,44
0.5719,44
0.5719,44
0.5913,-9
0.5913,-9
0.5913,-9
0.5913,-9
0.7297,44
0.7297,44
0.7297,44
0.7297,44
0.5499,-9
0.5499,-9
0.5499,-9
0.5499,-9
0.6249,10
0.6249,10
0.6249,10
0.6249,10
0.5267,-9
0.5267,-9
0.5267,-9
0.5267,-9
0.6369,368
0.6369,368
0.6369,368
0.6369,368
0.8786,-9
0.8786,-9
0.8786,-9
0.8786,-9
0.6696,48
0.6696,48
0.6696,48
0.6696,48
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.6369,-9
0.6369,-9
0.6369,-9
0.6369,-9
0.5719,-140
0.5719,-140
0.5719,-140
0.5719,-140
0.5622,-9
0.5622,-9
0.5622,-9
0.5622,-9
0.743,-9
0.743,-9
0.743,-9
0.743,-9
0.802,-9
0.802,-9
0.802,-9
0.802,-9
0.7351,2024
0.7351,2024
0.7351,2024
0.7351,2024
0.5994,114
0.5994,114
0.5994,114
0.5994,114
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.5106,-9
0.5106,-9
0.5106,-9
0.5106,-9
0.5983,51
0.5983,51
0.5983,51
0.5983,51
0.765,-9
0.765,-9
0.765,-9
0.765,-9
0.5994,-403
0.5994,-403
0.5994,-403
0.5994,-403
0.6808,-9
0.6808,-9
0.6808,-9
0.6808,-9
0.5106,2024
0.5106,2024
0.5106,2024
0.5106,2024
0.8367,-9
0.8367,-9
0.8367,-9
0.8367,-9
0.6369,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.5093,47
0.5093,47
0.5093,47
0.5093,47
0.5719,368
0.5719,368
0.5719,368
0.5719,368
0.6908,189
0.6908,189
0.6908,189
0.6908,189
0.6808,-241
0.6808,-241
0.6808,-241
0.6808,-241
0.6124,0
0.6124,0
0.6124,0
0.6124,0
0.6369,368
0.6369,368
0.6369,368
0.6369,368
0.7345,1624
0.7345,1624
0.7345,1624
0.7345,1624
0.5719,-224
0.5719,-224
0.5719,-224
0.5719,-224
0.7345,2024
0.7345,2024
0.7345,2024
0.7345,2024
0.5106,368
0.5106,368
0.5106,368
0.5106,368
0.7351,2
0.7351,2
0.7351,2
0.7351,2
0.8176,2
0.8176,2
0.8176,2
0.8176,2
0.8547,10
0.8547,10
0.8547,10
0.8547,10
0.6597,10
0.6597,10
0.6597,10
0.6597,10
0.8258,48
0.8258,48
0.8258,48
0.8258,48
0.6369,10
0.6369,10
0.6369,10
0.6369,10
0.7345,-9
0.7345,-9
0.7345,-9
0.7345,-9
0.6369,368
0.6369,368
0.6369,368
0.6369,368
0.6597,48
0.6597,48
0.6597,48
0.6597,48
0.6369,1624
0.6369,1624
0.6369,1624
0.6369,1624
0.6908,78
0.6908,78
0.6908,78
0.6908,78
0.5574,-9
0.5574,-9
0.5574,-9
0.5574,-9
0.93,368
0.93,368
0.93,368
0.93,368
0.6369,48
0.6369,48
0.6369,48
0.6369,48
0.5106,-30
0.5106,-30
0.5106,-30
0.5106,-30
0.7579,2024
0.7579,2024
0.7579,2024
0.7845,-9
0.7845,-9
0.7845,-9
0.8271,280
0.8271,280
0.8271,280
0.7783,1624
0.7783,1624
0.7783,1624
0.7067,2024
0.7067,2024
0.7067,2024
0.5267,2024
0.5267,2024
0.5267,2024
0.5267,2024
0.5267,2024
0.5267,2024
0.5719,2024
0.5719,2024
0.5719,2024
0.7579,2024
0.7579,2024
0.7579,2024
0.5598,-9
0.5598,-9
0.5598,-9
0.5267,2024
0.5267,2024
0.5267,2024
0.8421,-9
0.8421,-9
0.8421,-9
0.6369,2024
0.6369,2024
0.6369,2024
0.8047,-9
0.8047,-9
0.8047,-9
0.6868,368
0.6868,368
0.6868,368
0.7184,-140
0.7184,-140
0.7184,-140
0.5859,368
0.5859,368
0.5859,368
0.9153,2024
0.9153,2024
0.9153,2024
0.5267,-9
0.5267,-9
0.5267,-9
0.5399,-51
0.5399,-51
0.5399,-51
0.5719,368
0.5719,368
0.5719,368
0.765,-9
0.765,-9
0.765,-9
0.6802,-9
0.6802,-9
0.6802,-9
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.5574,-140
0.5574,-140
0.5574,-140
0.836,2024
0.836,2024
0.836,2024
0.6799,-9
0.6799,-9
0.6799,-9
0.6369,368
0.6369,368
0.6369,368
0.8519,2024
0.8519,2024
0.8519,2024
0.8225,2024
0.8225,2024
0.8225,2024
0.6705,-9
0.6705,-9
0.6705,-9
0.5574,13
0.5574,13
0.5574,13
0.6908,-9
0.6908,-9
0.6908,-9
0.8955,-9
0.8955,-9
0.8955,-9
0.6892,368
0.6892,368
0.6892,368
0.6249,-9
0.6249,-9
0.6249,-9
0.7964,-48
0.7964,-48
0.7964,-48
0.6808,114
0.6808,114
0.6808,114
0.6808,114
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.6723,1624
0.6723,1624
0.6723,1624
0.6723,1624
0.7263,1624
0.7263,1624
0.7263,1624
0.7263,1624
0.6599,2024
0.6599,2024
0.6599,2024
0.6599,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.8091,37
0.8091,37
0.8091,37
0.8091,37
0.6249,372
0.6249,372
0.6249,372
0.6249,372
0.9081,32
0.9081,32
0.9081,32
0.9081,32
0.7264,2024
0.7264,2024
0.7264,2024
0.7264,2024
0.5106,2024
0.5106,2024
0.5106,2024
0.5106,2024
0.7783,10
0.7783,10
0.7783,10
0.7783,10
0.6573,3129
0.6573,3129
0.6573,3129
0.6573,3129
0.93,-241
0.93,-241
0.93,-241
0.93,-241
0.6705,-241
0.6705,-241
0.6705,-241
0.6705,-241
0.8173,380
0.8173,380
0.8173,380
0.8173,380
0.6369,1624
0.6369,1624
0.6369,1624
0.6369,1624
0.875,-9
0.875,-9
0.875,-9
0.875,-9
0.6705,115
0.6705,115
0.6705,115
0.6705,115
0.5719,-9
0.5719,-9
0.5719,-9
0.5719,-9
0.7475,-3
0.7475,-3
0.7475,-3
0.7475,-3
0.636,5
0.636,5
0.636,5
0.636,5
0.7579,-1215
0.7579,-1215
0.7579,-1215
0.7579,-1215
0.9628,10
0.9628,10
0.9628,10
0.9628,10
0.8718,66
0.8718,66
0.8718,66
0.8718,66
0.7003,10
0.7003,10
0.7003,10
0.7003,10
0.5267,1624
0.5267,1624
0.5267,1624
0.5267,1624
0.5563,-403
0.5563,-403
0.5563,-403
0.5563,-403
0.6369,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.6369,10
0.6369,10
0.6369,10
0.6369,10
0.6114,3129
0.6114,3129
0.6114,3129
0.6114,3129
0.6249,2024
0.6249,2024
0.6249,2024
0.6249,2024
0.6114,2024
0.6114,2024
0.6114,2024
0.6114,2024
0.7845,2024
0.7845,2024
0.7845,2024
0.7845,2024
0.8519,-9
0.8519,-9
0.8519,-9
0.8519,-9
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.765,2024
0.765,2024
0.765,2024
0.765,2024
0.8519,-9
0.8519,-9
0.8519,-9
0.8519,-9
0.8519,-140
0.8519,-140
0.8519,-140
0.8519,-140
0.8519,-9
0.8519,-9
0.8519,-9
0.8519,-9
0.765,2024
0.765,2024
0.765,2024
0.765,2024
0.5859,3129
0.5859,3129
0.5859,3129
0.5859,3129
0.6249,2024
0.6249,2024
0.6249,2024
0.6249,2024
0.7869,368
0.7869,368
0.7869,368
0.7869,368
0.6696,-140
0.6696,-140
0.6696,-140
0.7717,2024
0.7717,2024
0.7717,2024
0.7371,12
0.7371,12
0.7371,12
0.6369,-9
0.6369,-9
0.6369,-9
0.5423,2024
0.5423,2024
0.5423,2024
0.8832,120
0.8832,120
0.8832,120
0.6369,2582
0.6369,2582
0.6369,2582
0.6369,3129
0.6369,3129
0.6369,3129
0.5106,368
0.5106,368
0.5106,368
0.8122,0
0.8122,0
0.8122,0
0.5983,1624
0.5983,1624
0.5983,1624
0.6114,368
0.6114,368
0.6114,368
0.6166,2024
0.6166,2024
0.6166,2024
0.9515,426
0.9515,426
0.9515,426
0.5106,55
0.5106,55
0.5106,55
0.5719,121
0.5719,121
0.5719,121
0.6369,48
0.6369,48
0.6369,48
0.743,1624
0.743,1624
0.743,1624
0.8356,-9
0.8356,-9
0.8356,-9
0.5859,1624
0.5859,1624
0.5859,1624
0.6588,426
0.6588,426
0.6588,426
0.5859,-9
0.5859,-9
0.5859,-9
0.5106,38
0.5106,38
0.5106,38
0.7263,1624
0.7263,1624
0.7263,1624
0.6114,-9
0.6114,-9
0.6114,-9
0.9287,-9
0.9287,-9
0.9287,-9
0.9287,-9
0.7906,-9
0.7906,-9
0.7906,-9
0.7906,-9
0.6249,114
0.6249,114
0.6249,114
0.6249,114
0.6369,-9
0.6369,-9
0.6369,-9
0.6369,-9
0.7783,-9
0.7783,-9
0.7783,-9
0.7783,-9
0.7698,42
0.7698,42
0.7698,42
0.7698,42
0.8402,-33
0.8402,-33
0.8402,-33
0.8402,-33
0.7906,-9
0.7906,-9
0.7906,-9
0.7906,-9
0.5267,2024
0.5267,2024
0.5267,2024
0.5267,2024
0.6989,-30
0.6989,-30
0.6989,-30
0.6989,-30
0.8519,1624
0.8519,1624
0.8519,1624
0.8519,1624
0.8479,-9
0.8479,-9
0.8479,-9
0.8479,-9
0.6908,42
0.6908,42
0.6908,42
0.6908,42
0.7351,-9
0.7351,-9
0.7351,-9
0.7351,-9
0.5267,5
0.5267,5
0.5267,5
0.5267,5
0.5081,-241
0.5081,-241
0.5081,-241
0.5081,-241
0.5826,2024
0.5826,2024
0.5826,2024
0.5826,2024
0.5994,115
0.5994,115
0.5994,115
0.5994,115
0.765,-9
0.765,-9
0.765,-9
0.765,-9
0.8636,-9
0.8636,-9
0.8636,-9
0.8636,-9
0.6696,78
0.6696,78
0.6696,78
0.6696,78
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.5106,-241
0.5106,-241
0.5106,-241
0.5106,-241
0.8779,-241
0.8779,-241
0.8779,-241
0.8779,-241
0.7433,-241
0.7433,-241
0.7433,-241
0.7433,-241
0.7798,-241
0.7798,-241
0.7798,-241
0.7798,-241
0.9118,-241
0.9118,-241
0.9118,-241
0.9118,-241
0.765,-241
0.765,-241
0.765,-241
0.765,-241
0.836,-241
0.836,-241
0.836,-241
0.836,-241
0.6369,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.6249,-9
0.6249,-9
0.6249,-9
0.6249,-9
0.8715,2582
0.8715,2582
0.8715,2582
0.8715,2582
0.5562,368
0.5562,368
0.5562,368
0.5562,368
0.5719,5
0.5719,5
0.5719,5
0.5719,5
0.5994,78
0.5994,78
0.5994,78
0.5994,78
0.7964,18
0.7964,18
0.7964,18
0.7964,18
0.6988,42
0.6988,42
0.6988,42
0.6988,42
0.6249,-51
0.6249,-51
0.6249,-51
0.6249,-51
0.8525,10
0.8525,10
0.8525,10
0.8525,10
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.8271,-9
0.8271,-9
0.8271,-9
0.8271,-9
0.8807,44
0.8807,44
0.8807,44
0.8807,44
0.5719,44
0.5719,44
0.5719,44
0.5719,44
0.906,2582
0.906,2582
0.906,2582
0.906,2582
0.5719,-140
0.5719,-140
0.5719,-140
0.5719,-140
0.8481,149
0.8481,149
0.8481,149
0.8481,149
0.6908,120
0.6908,120
0.6908,120
0.6908,120
0.6249,10
0.6249,10
0.6249,10
0.6249,10
0.5994,-9
0.5994,-9
0.5994,-9
0.948,-9
0.948,-9
0.948,-9
0.8519,2024
0.8519,2024
0.8519,2024
0.765,2024
0.765,2024
0.765,2024
0.5673,-241
0.5673,-241
0.5673,-241
0.6588,-51
0.6588,-51
0.6588,-51
0.5719,1624
0.5719,1624
0.5719,1624
0.6892,18
0.6892,18
0.6892,18
0.7717,47
0.7717,47
0.7717,47
0.5994,-42
0.5994,-42
0.5994,-42
0.6369,2024
0.6369,2024
0.6369,2024
0.5106,-9
0.5106,-9
0.5106,-9
0.6369,368
0.6369,368
0.6369,368
0.5994,2024
0.5994,2024
0.5994,2024
0.7525,38
0.7525,38
0.7525,38
0.7906,44
0.7906,44
0.7906,44
0.7804,-9
0.7804,-9
0.7804,-9
0.8429,2024
0.8429,2024
0.8429,2024
0.8957,-9
0.8957,-9
0.8957,-9
0.5574,66
0.5574,66
0.5574,66
0.8777,2024
0.8777,2024
0.8777,2024
0.5848,1624
0.5848,1624
0.5848,1624
0.7345,1624
0.7345,1624
0.7345,1624
0.8166,44
0.8166,44
0.8166,44
0.5719,368
0.5719,368
0.5719,368
0.7003,7
0.7003,7
0.7003,7
0.6369,368
0.6369,368
0.6369,368
0.7345,2024
0.7345,2024
0.7345,2024
0.5267,66
0.5267,66
0.5267,66
0.5399,120
0.5399,120
0.5399,120
0.7579,10
0.7579,10
0.7579,10
0.5574,210
0.5574,210
0.5574,210
0.5859,2024
0.5859,2024
0.5859,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.6808,368
0.6808,368
0.6808,368
0.7906,2024
0.7906,2024
0.7906,2024
0.5106,183
0.5106,183
0.5106,183
0.7351,-42
0.7351,-42
0.7351,-42
0.7345,-9
0.7345,-9
0.7345,-9
0.8675,44
0.8675,44
0.8675,44
0.8675,44
0.6124,14
0.6124,14
0.6124,14
0.6124,14
0.5598,12
0.5598,12
0.5598,12
0.5598,12
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.7184,189
0.7184,189
0.7184,189
0.7184,189
0.5255,2024
0.5255,2024
0.5255,2024
0.5255,2024
0.7964,10
0.7964,10
0.7964,10
0.7964,10
0.9068,48
0.9068,48
0.9068,48
0.9068,48
0.7297,-9
0.7297,-9
0.7297,-9
0.7297,-9
0.5719,135
0.5719,135
0.5719,135
0.5719,135
0.6369,426
0.6369,426
0.6369,426
0.6369,426
0.7339,-9
0.7339,-9
0.7339,-9
0.7339,-9
0.7412,426
0.7412,426
0.7412,426
0.7412,426
0.8122,-9
0.8122,-9
0.8122,-9
0.8122,-9
0.6249,2024
0.6249,2024
0.6249,2024
0.6249,2024
0.5719,2024
0.5719,2024
0.5719,2024
0.5719,2024
0.5093,2024
0.5093,2024
0.5093,2024
0.5093,2024
0.5106,210
0.5106,210
0.5106,210
0.5106,210
0.765,120
0.765,120
0.765,120
0.765,120
0.6369,368
0.6369,368
0.6369,368
0.6369,368
0.69,-9
0.69,-9
0.69,-9
0.69,-9
0.836,-9
0.836,-9
0.836,-9
0.836,-9
0.5994,44
0.5994,44
0.5994,44
0.5994,44
0.7506,368
0.7506,368
0.7506,368
0.7506,368
0.8316,1624
0.8316,1624
0.8316,1624
0.8316,1624
0.5719,-9
0.5719,-9
0.5719,-9
0.5719,-9
0.9261,-9
0.9261,-9
0.9261,-9
0.9261,-9
0.7339,-140
0.7339,-140
0.7339,-140
0.7339,-140
0.6369,-140
0.6369,-140
0.6369,-140
0.6369,-140
0.9231,2024
0.9231,2024
0.9231,2024
0.9231,2024
0.8528,10
0.8528,10
0.8528,10
0.8528,10
0.6369,84
0.6369,84
0.6369,84
0.6369,84
0.5242,3129
0.5242,3129
0.5242,3129
0.5242,3129
0.7035,-9
0.7035,-9
0.7035,-9
0.7035,-9
0.5719,1624
0.5719,1624
0.5719,1624
0.5719,1624
0.7574,-9
0.7574,-9
0.7574,-9
0.7574,-9
0.8436,2024
0.8436,2024
0.8436,2024
0.8436,2024
0.802,-140
0.802,-140
0.802,-140
0.802,-140
0.5719,-140
0.5719,-140
0.5719,-140
0.5719,-140
0.743,2582
0.743,2582
0.743,2582
0.743,2582
0.6705,368
0.6705,368
0.6705,368
0.6705,368
0.5106,-9
0.5106,-9
0.5106,-9
0.5106,-9
0.5106,-51
0.5106,-51
0.5106,-51
0.8271,2024
0.8271,2024
0.8271,2024
0.8271,-9
0.8271,-9
0.8271,-9
0.7964,2024
0.7964,2024
0.7964,2024
0.6369,368
0.6369,368
0.6369,368
0.8807,78
0.8807,78
0.8807,78
0.6705,5
0.6705,5
0.6705,5
0.8779,2024
0.8779,2024
0.8779,2024
0.6825,210
0.6825,210
0.6825,210
0.5106,-9
0.5106,-9
0.5106,-9
0.8402,-9
0.8402,-9
0.8402,-9
0.5267,283
0.5267,283
0.5267,283
0.7506,2024
0.7506,2024
0.7506,2024
0.5574,2024
0.5574,2024
0.5574,2024
0.5562,10
0.5562,10
0.5562,10
0.8267,16
0.8267,16
0.8267,16
0.836,10
0.836,10
0.836,10
0.6369,-9
0.6369,-9
0.6369,-9
0.8519,-9
0.8519,-9
0.8519,-9
0.6369,1624
0.6369,1624
0.6369,1624
0.5255,2024
0.5255,2024
0.5255,2024
0.765,2024
0.765,2024
0.765,2024
0.636,-9
0.636,-9
0.636,-9
0.5719,368
0.5719,368
0.5719,368
0.6486,-9
0.6486,-9
0.6486,-9
0.5574,2582
0.5574,2582
0.5574,2582
0.7142,-403
0.7142,-403
0.7142,-403
0.6369,-9
0.6369,-9
0.6369,-9
0.5106,107
0.5106,107
0.5106,107
0.6249,-9
0.6249,-9
0.6249,-9
0.8519,107
0.8519,107
0.8519,107
0.8519,-9
0.8519,-9
0.8519,-9
0.5719,426
0.5719,426
0.5719,426
0.8834,368
0.8834,368
0.8834,368
0.9118,-9
0.9118,-9
0.9118,-9
0.5994,368
0.5994,368
0.5994,368
0.7579,44
0.7579,44
0.7579,44
0.8176,46
0.8176,46
0.8176,46
0.5093,-403
0.5093,-403
0.5093,-403
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.5962,-9
0.5962,-9
0.5962,-9
0.8122,1624
0.8122,1624
0.8122,1624
0.7906,-9
0.7906,-9
0.7906,-9
0.8074,179
0.8074,179
0.8074,179
0.5719,368
0.5719,368
0.5719,368
0.5423,121
0.5423,121
0.5423,121
0.5719,10
0.5719,10
0.5719,10
0.8225,368
0.8225,368
0.8225,368
0.5859,2024
0.5859,2024
0.5859,2024
0.6369,2024
0.6369,2024
0.6369,2024
0.599,426
0.599,426
0.599,426
0.5859,2024
0.5859,2024
0.5859,2024
0.5994,-9
0.5994,-9
0.5994,-9
0.765,55
0.765,55
0.765,55
0.765,115
0.765,115
0.765,115
0.8122,99
0.8122,99
0.8122,99
0.5719,1624
0.5719,1624
0.5719,1624
0.5994,2024
0.5994,2024
0.5994,2024
0.6826,-9
0.6826,-9
0.6826,-9
0.5562,2024
0.5562,2024
0.5562,2024
0.7269,426
0.7269,426
0.7269,426
0.8176,120
0.8176,120
0.8176,120
0.5839,-9
0.5839,-9
0.5839,-9
0.7845,2024
0.7845,2024
0.7845,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.6369,51
0.6369,51
0.6369,51
0.7184,10
0.7184,10
0.7184,10
0.5106,426
0.5106,426
0.5106,426
0.826,-3
0.826,-3
0.826,-3
0.5696,-241
0.5696,-241
0.5696,-241
0.7906,210
0.7906,210
0.7906,210
0.6369,1624
0.6369,1624
0.6369,1624
0.8555,1624
0.8555,1624
0.8555,1624
0.5423,2024
0.5423,2024
0.5423,2024
0.597,-9
0.597,-9
0.597,-9
0.5719,-9
0.5719,-9
0.5719,-9
0.5994,1624
0.5994,1624
0.5994,1624
0.8356,-9
0.8356,-9
0.8356,-9
0.875,2024
0.875,2024
0.875,2024
0.8271,16
0.8271,16
0.8271,16
0.5859,2024
0.5859,2024
0.5859,2024
0.743,2024
0.743,2024
0.743,2024
0.6597,2582
0.6597,2582
0.6597,2582
0.743,2024
0.743,2024
0.743,2024
0.6124,-8
0.6124,-8
0.6124,-8
0.886,1624
0.886,1624
0.886,1624
0.6249,-9
0.6249,-9
0.6249,-9
0.5719,10
0.5719,10
0.5719,10
0.9758,426
0.9758,426
0.9758,426
0.6249,-9
0.6249,-9
0.6249,-9
0.7096,368
0.7096,368
0.7096,368
0.7003,2582
0.7003,2582
0.7003,2582
0.5106,-9
0.5106,-9
0.5106,-9
0.5106,426
0.5106,426
0.5106,426
0.5859,426
0.5859,426
0.5859,426
0.7845,426
0.7845,426
0.7845,426
0.7845,426
0.7184,99
0.7184,99
0.7184,99
0.7184,99
0.8329,-9
0.8329,-9
0.8329,-9
0.8329,-9
0.8316,-9
0.8316,-9
0.8316,-9
0.8316,-9
0.6476,-9
0.6476,-9
0.6476,-9
0.6476,-9
0.8779,32
0.8779,32
0.8779,32
0.8779,32
0.7351,-1215
0.7351,-1215
0.7351,-1215
0.7351,-1215
0.5514,-9
0.5514,-9
0.5514,-9
0.5514,-9
0.7269,121
0.7269,121
0.7269,121
0.7269,121
0.5859,4
0.5859,4
0.5859,4
0.5859,4
0.8807,368
0.8807,368
0.8807,368
0.8807,368
0.5719,-9
0.5719,-9
0.5719,-9
0.5719,-9
0.5574,-9
0.5574,-9
0.5574,-9
0.5574,-9
0.5562,368
0.5562,368
0.5562,368
0.5562,368
0.6597,120
0.6597,120
0.6597,120
0.6597,120
0.6728,-9
0.7184,-9
0.5719,44
0.5106,-140
0.5859,2024
0.7096,1624
0.6166,-3
0.6369,2582
0.7269,380
0.7777,-9
0.6249,-9
0.6369,2024
0.8655,-9
0.6369,368
0.8553,134
0.6369,-9
0.5994,120
0.7351,210
0.8934,10
0.8775,47
0.6369,-9
0.7249,368
0.5574,2024
0.5994,987
0.6808,-9
0.9191,-9
0.7906,-140
0.6399,-9
0.6239,2024
0.7712,368
0.7964,2024
0.7269,46
0.6476,84
0.5719,-9
0.891,10
0.5859,2024
0.5267,-9
0.6467,-9
0.7506,-9
0.7579,368
0.8481,2024
0.5719,3129
0.5423,-9
0.9153,3129
0.5423,-9
0.6597,44
0.836,2024
0.796,210
0.5106,120
0.7163,-14
0.836,2024
0.8126,115
0.5994,179
0.5994,179
0.5994,179
0.5994,179
0.8885,-140
0.8885,-140
0.8885,-140
0.8885,-140
0.5563,-9
0.5563,-9
0.5563,-9
0.5563,-9
0.6155,120
0.6155,120
0.6155,120
0.6155,120
0.6476,-403
0.6476,-403
0.6476,-403
0.6476,-403
0.5859,-9
0.5859,-9
0.5859,-9
0.5859,-9
0.6588,-140
0.6588,-140
0.6588,-140
0.6588,-140
0.5267,1624
0.5267,1624
0.5267,1624
0.5267,1624
0.7233,-9
0.7233,-9
0.7233,-9
0.7233,-9
0.8746,368
0.8746,368
0.8746,368
0.8746,368
0.7269,-9
0.7269,-9
0.7269,-9
0.7269,-9
0.5859,368
0.5859,368
0.5859,368
0.5859,2024
0.5859,2024
0.5859,2024
0.8271,368
0.8271,368
0.8271,368
0.5994,136
0.5994,136
0.5994,136
0.5972,-9
0.5972,-9
0.5972,-9
0.6124,-9
0.6124,-9
0.6124,-9
0.8225,368
0.8225,368
0.8225,368
0.6115,2024
0.6115,2024
0.6115,2024
0.7906,2024
0.7906,2024
0.7906,2024
0.6597,368
0.6597,368
0.6597,368
0.6597,1624
0.6597,1624
0.6597,1624
0.5859,-9
0.5859,-9
0.5859,-9
0.6114,2024
0.6114,2024
0.6114,2024
0.8622,-9
0.8622,-9
0.8622,-9
0.5562,2024
0.5562,2024
0.5562,2024
0.5574,1624
0.5574,1624
0.5574,1624
0.6199,-9
0.6199,-9
0.6199,-9
0.6605,-9
0.6605,-9
0.6605,-9
0.8192,-9
0.8192,-9
0.8192,-9
0.6114,107
0.6114,107
0.6114,107
0.6697,-224
0.6697,-224
0.6697,-224
0.5574,2024
0.5574,2024
0.5574,2024
0.5574,2024
0.6597,0
0.6597,0
0.6597,0
0.6597,0
0.7297,2024
0.7297,2024
0.7297,2024
0.7297,2024
0.7579,-9
0.7579,-9
0.7579,-9
0.7579,-9
0.7256,426
0.7256,426
0.7256,426
0.7256,426
0.6369,-1215
0.6369,-1215
0.6369,-1215
0.6369,-1215
0.6517,-9
0.6517,-9
0.6517,-9
0.6517,-9
0.7783,2024
0.7783,2024
0.7783,2024
0.7783,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.5859,2024
0.6239,-9
0.6239,-9
0.6239,-9
0.6239,-9
0.7906,120
0.7906,120
0.7906,120
0.7906,120
0.784,115
0.784,115
0.784,115
0.784,115
0.7325,114
0.7325,114
0.7325,114
0.7325,114
0.8225,-9
0.8225,-9
0.8225,-9
0.8225,-9
0.8316,-9
0.8316,-9
0.8316,-9
0.8316,-9
0.6369,-9
0.6369,-9
0.6369,-9
0.6369,-9
0.6114,-9
0.6114,-9
0.6114,-9
0.6114,-9
0.9022,-241
0.9022,-241
0.9022,-241
0.9022,-241
0.6696,78
0.6696,78
0.6696,78
0.6696,78
0.5859,12
0.5859,12
0.5859,12
0.5859,12
0.7783,368
0.7783,368
0.7783,368
0.7783,368
0.8012,-9
0.8012,-9
0.8012,-9
0.8012,-9
0.5267,-1215
0.5267,-1215
0.5267,-1215
0.5267,-1215
0.8519,2024
0.8519,2024
0.8519,2024
0.8519,2024
0.9501,47
0.9501,47
0.9501,47
0.9501,47
0.6369,-9
0.6369,-9
0.6369,-9
0.6369,-9
0.7939,120
0.7939,120
0.7939,120
0.7939,120
0.765,-9
0.765,-9
0.765,-9
0.765,-9
