"polarity","homeless","homeless_trend","food_group"
"0.0","44","-48","1"
"0.0","4","-9","0"
"0.4215","4","-9","0"
"0.4019","1942","427","2"
"0.7783","4","-9","0"
"0.0","4","-9","2"
"-0.6486","4","-9","1"
"0.6908","4","-9","2"
"0.0","4","-9","3"
"0.7964","4","-9","1"
"0.0","309","42","3"
"0.5719","4","-9","0"
"0.7964","4","-9","0"
"0.2714","4","-9","2"
"-0.6486","4","-9","1"
"-0.6486","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.943","4","-9","1"
"-0.6486","4","-9","1"
"0.0","4","-9","2"
"-0.6486","4","-9","1"
"0.2023","4","-9","1"
"0.7506","4","-9","1"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"0.5267","309","42","2"
"-0.296","4","-9","1"
"0.483","4","-9","2"
"0.0","4","-9","1"
"0.4019","4","-9","2"
"0.1027","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.4019","4","-9","0"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.6369","174","16","0"
"0.0","4","-9","1"
"0.0","174","16","3"
"0.4574","44","-48","0"
"0.0","4","-9","3"
"0.1027","4","-9","1"
"0.2714","4","-9","4"
"0.7841","4","-9","1"
"0.6369","4","-9","2"
"0.7424","4","-9","2"
"0.7216","4","-9","1"
"0.0","4","-9","2"
"-0.4404","4","-9","1"
"-0.4417","4","-9","1"
"0.4382","4","-9","3"
"-0.296","4","-9","1"
"0.7096","497","115","1"
"0.8271","4","-9","2"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.0","309","42","2"
"0.5719","4","-9","0"
"0.0","4","-9","0"
"0.0","4","-9","1"
"0.1027","4","-9","1"
"0.0","4","-9","4"
"0.0","4","-9","1"
"-0.296","4","-9","1"
"0.4019","4","-9","1"
"0.6705","4","-9","1"
"0.0","4","-9","1"
"0.1027","4","-9","1"
"0.0","4","-9","1"
"0.0","9","-21","2"
"0.0","497","115","0"
"0.4184","174","16","2"
"0.1027","4","-9","1"
"0.63","4","-9","3"
"0.0","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.4588","4","-9","1"
"0.1027","4","-9","1"
"0.4019","4","-9","4"
"0.0","4","-9","3"
"0.1027","4","-9","1"
"0.0","4","-9","2"
"0.1027","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","0"
"-0.5659","4","-9","1"
"-0.296","4","-9","1"
"0.5267","4","-9","1"
"-0.296","4","-9","1"
"0.3182","4","-9","1"
"0.8481","497","115","2"
"-0.6486","4","-9","1"
"0.0","4","-9","4"
"0.0","4","-9","2"
"0.4939","4","-9","0"
"0.5994","4","-9","1"
"0.0","4","-9","4"
"0.3182","4","-9","2"
"0.4404","4","-9","4"
"0.0","4","-9","2"
"0.9347","4","-9","1"
"0.0","497","115","1"
"0.5859","4","-9","2"
"0.4926","174","16","2"
"0.5859","4","-9","0"
"-0.296","4","-9","1"
"0.5267","4","-9","1"
"0.9062","4","-9","1"
"0.0","4","-9","1"
"0.68","4","-9","1"
"-0.296","4","-9","1"
"0.8271","44","-48","1"
"0.7297","4","-9","2"
"0.8519","4","-9","1"
"0.0","4","-9","2"
"-0.34","4","-9","1"
"0.25","497","115","1"
"-0.9161","4","-9","1"
"-0.0387","4","-9","1"
"0.0","1942","427","0"
"0.4588","174","16","2"
"0.8547","4","-9","1"
"0.0","4","-9","0"
"0.3182","4","-9","1"
"-0.6486","4","-9","1"
"-0.296","4","-9","1"
"0.4588","1942","427","0"
"-0.2755","309","42","2"
"0.8402","4","-9","1"
"0.5434","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","0"
"-0.2732","4","-9","2"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","3"
"-0.296","4","-9","1"
"0.4404","4","-9","3"
"-0.296","4","-9","1"
"0.0","497","115","0"
"0.0","4","-9","1"
"0.0","4","-9","1"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"0.1027","4","-9","1"
"0.3612","4","-9","1"
"0.5719","4","-9","2"
"0.875","4","-9","2"
"0.1027","4","-9","1"
"0.4404","4","-9","2"
"0.5267","4","-9","2"
"0.5095","4","-9","4"
"0.0","4","-9","0"
"0.0","4","-9","3"
"-0.4973","4","-9","1"
"0.0","4","-9","1"
"-0.128","4","-9","3"
"-0.5267","174","16","1"
"-0.6486","4","-9","1"
"0.4588","4","-9","3"
"-0.296","4","-9","1"
"0.7297","4","-9","1"
"0.0","4","-9","0"
"-0.296","4","-9","1"
"0.0","4","-9","0"
"0.1027","4","-9","1"
"0.4199","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.5859","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"0.3612","4","-9","2"
"0.0","4","-9","0"
"0.8114","4","-9","4"
"0.3182","4","-9","2"
"0.0","4","-9","1"
"-0.296","4","-9","1"
"0.6249","4","-9","2"
"0.1027","4","-9","1"
"0.8555","4","-9","0"
"0.6739","4","-9","3"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"-0.296","4","-9","2"
"0.1027","4","-9","1"
"0.3612","4","-9","0"
"-0.0572","750","120","3"
"-0.296","4","-9","1"
"0.0","4","-9","2"
"0.1027","4","-9","1"
"0.1027","4","-9","1"
"0.6486","4","-9","2"
"0.0","4","-9","4"
"0.0","4","-9","1"
"0.0","497","115","1"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.8519","174","16","1"
"-0.765","4","-9","1"
"0.1882","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"0.4939","4","-9","3"
"0.0","4","-9","2"
"0.0","497","115","0"
"0.3612","4","-9","2"
"0.0","4","-9","4"
"0.0","4","-9","4"
"-0.296","4","-9","2"
"0.6996","4","-9","2"
"-0.296","4","-9","1"
"0.508","4","-9","3"
"-0.0772","174","16","2"
"0.0","750","120","0"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","0"
"-0.296","4","-9","1"
"-0.296","4","-9","1"
"-0.2942","4","-9","2"
"0.5994","4","-9","1"
"0.4939","4","-9","1"
"0.4767","174","16","0"
"0.5719","4","-9","2"
"-0.6486","4","-9","1"
"-0.6486","4","-9","1"
"0.1779","4","-9","1"
"0.6369","4","-9","0"
"0.3612","4","-9","0"
"0.5859","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","4"
"-0.296","4","-9","1"
"-0.6486","4","-9","1"
"0.636","4","-9","2"
"0.743","4","-9","0"
"0.1027","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","2"
"0.3182","4","-9","2"
"0.4199","309","42","0"
"0.8356","4","-9","0"
"0.0","4","-9","4"
"-0.3321","4","-9","3"
"-0.296","4","-9","1"
"0.8439","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.7184","4","-9","0"
"0.4767","4","-9","1"
"-0.4215","4","-9","2"
"0.5719","4","-9","0"
"-0.7681","4","-9","1"
"0.0","4","-9","2"
"0.7717","4","-9","1"
"-0.1779","4","-9","1"
"0.4588","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","4"
"-0.2263","309","42","2"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.5719","4","-9","2"
"0.4927","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","3"
"0.4019","4","-9","1"
"0.0","309","42","4"
"0.1027","4","-9","1"
"0.7955","4","-9","0"
"0.8591","4","-9","2"
"-0.296","4","-9","1"
"0.0","4","-9","2"
"0.34","4","-9","0"
"0.5994","4","-9","2"
"0.0","309","42","1"
"0.0","4","-9","2"
"0.0","4","-9","4"
"0.0","4","-9","2"
"0.0","4","-9","2"
"-0.1779","4","-9","3"
"0.0","4","-9","1"
"0.474","4","-9","1"
"0.0","497","115","4"
"0.7351","4","-9","2"
"-0.6486","4","-9","1"
"0.3182","4","-9","1"
"0.8735","4","-9","0"
"-0.296","4","-9","1"
"0.8462","4","-9","1"
"0.0","4","-9","0"
"0.1027","4","-9","1"
"0.0","4","-9","1"
"0.128","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","3"
"0.1027","4","-9","1"
"0.0","4","-9","0"
"0.4588","309","42","2"
"0.857","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"0.1027","4","-9","1"
"0.8807","4","-9","1"
"0.1027","4","-9","1"
"-0.296","4","-9","1"
"0.5994","497","115","1"
"0.4019","4","-9","3"
"0.0","4","-9","0"
"0.6841","4","-9","1"
"0.0","174","16","0"
"0.1027","4","-9","1"
"0.7089","497","115","1"
"-0.296","4","-9","1"
"0.5859","4","-9","1"
"0.5538","4","-9","1"
"-0.296","4","-9","1"
"0.7474","4","-9","0"
"0.0","174","16","2"
"0.0","4","-9","1"
"0.0","497","115","3"
"0.0","4","-9","2"
"0.1027","4","-9","1"
"0.4404","4","-9","2"
"0.0","4","-9","1"
"0.87","4","-9","0"
"0.765","497","115","3"
"0.3612","4","-9","2"
"0.6369","4","-9","2"
"0.1027","4","-9","1"
"0.4019","4","-9","0"
"0.3182","4","-9","2"
"0.7845","174","16","3"
"0.1027","4","-9","1"
"0.0","4","-9","1"
"0.1027","4","-9","1"
"0.128","4","-9","0"
"0.3818","4","-9","0"
"0.8689","4","-9","0"
"0.3612","4","-9","2"
"-0.296","4","-9","1"
"-0.1695","4","-9","0"
"-0.296","4","-9","1"
"0.0","4","-9","3"
"-0.4753","4","-9","1"
"-0.6486","4","-9","1"
"0.0","4","-9","0"
"0.379","4","-9","1"
"-0.2481","4","-9","2"
"0.0","4","-9","4"
"0.9169","4","-9","1"
"0.6249","4","-9","0"
"0.0","309","42","2"
"0.8442","4","-9","1"
"-0.296","4","-9","1"
"0.0","497","115","2"
"0.0","4","-9","2"
"0.2263","309","42","0"
"0.3182","309","42","0"
"-0.6808","4","-9","1"
"0.25","4","-9","1"
"0.5838","4","-9","1"
"0.9201","4","-9","1"
"-0.296","4","-9","1"
"0.4588","497","115","1"
"0.1779","4","-9","2"
"0.1027","4","-9","1"
"0.1027","4","-9","1"
"0.0","4","-9","0"
"0.6696","4","-9","2"
"0.1027","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","0"
"0.5859","309","42","0"
"0.6124","4","-9","0"
"0.1027","4","-9","1"
"-0.296","4","-9","1"
"0.0","4","-9","2"
"-0.6486","4","-9","1"
"0.5719","4","-9","0"
"-0.296","4","-9","1"
"0.6696","4","-9","4"
"0.0","4","-9","0"
"-0.296","4","-9","1"
"0.0","4","-9","4"
"0.0","4","-9","0"
"-0.4939","4","-9","2"
"0.0","4","-9","2"
"0.5994","4","-9","4"
"0.4588","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"-0.6486","4","-9","1"
"0.1027","4","-9","1"
"0.0","4","-9","1"
"0.5423","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","4"
"-0.6486","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","4"
"0.1027","4","-9","1"
"0.3612","497","115","0"
"0.5106","4","-9","0"
"0.0","174","16","1"
"-0.3597","4","-9","2"
"0.0","4","-9","2"
"0.34","4","-9","1"
"-0.4019","4","-9","1"
"0.0","4","-9","1"
"0.0","497","115","2"
"0.1027","4","-9","1"
"0.0","4","-9","3"
"-0.5754","4","-9","4"
"0.6556","4","-9","2"
"-0.0258","4","-9","0"
"0.0","4","-9","2"
"0.0","4","-9","2"
"-0.296","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","0"
"0.3818","4","-9","4"
"0.0","4","-9","1"
"0.4404","497","115","0"
"-0.6908","4","-9","1"
"0.5106","4","-9","1"
"-0.296","4","-9","1"
"0.7141","4","-9","3"
"0.6369","4","-9","2"
"0.0","4","-9","0"
"-0.296","4","-9","1"
"0.3818","4","-9","2"
"0.5719","4","-9","2"
"-0.7269","4","-9","0"
"0.0","4","-9","0"
"0.0","4","-9","1"
"-0.296","4","-9","1"
"0.6369","4","-9","1"
"0.0","4","-9","1"
"-0.296","4","-9","1"
"0.5106","4","-9","1"
"0.7678","309","42","4"
"0.5229","4","-9","0"
"0.0","4","-9","3"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.0","497","115","3"
"0.1027","4","-9","1"
"-0.5423","497","115","0"
"-0.296","4","-9","1"
"0.5994","4","-9","2"
"0.0","4","-9","1"
"0.34","4","-9","0"
"0.128","4","-9","3"
"0.0","4","-9","2"
"0.0","4","-9","4"
"-0.296","4","-9","1"
"0.0","4","-9","4"
"0.5707","4","-9","2"
"0.0","4","-9","0"
"-0.296","4","-9","1"
"0.0","4","-9","3"
"0.9001","4","-9","3"
"0.0","4","-9","1"
"0.0","309","42","1"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"0.5242","309","42","3"
"0.7269","4","-9","2"
"-0.296","4","-9","1"
"0.5267","174","16","2"
"0.3818","4","-9","1"
"0.0","497","115","2"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.1027","4","-9","1"
"0.6486","750","120","3"
"0.1027","4","-9","1"
"0.0","9","-21","1"
"-0.5423","4","-9","1"
"0.0","4","-9","2"
"0.25","4","-9","0"
"0.1027","4","-9","1"
"0.0","44","-48","4"
"0.0","4","-9","1"
"0.1027","4","-9","1"
"0.0","4","-9","2"
"0.5093","4","-9","2"
"0.3182","4","-9","1"
"0.0","309","42","2"
"0.0","4","-9","1"
"0.0","4","-9","0"
"0.0","750","120","3"
"0.0","4","-9","2"
"0.0","4","-9","0"
"0.4588","750","120","0"
"0.1027","4","-9","1"
"0.5622","4","-9","3"
"0.7707","4","-9","1"
"-0.2585","4","-9","3"
"0.0","4","-9","0"
"0.4588","4","-9","4"
"0.1027","4","-9","1"
"0.5859","4","-9","2"
"0.0","4","-9","1"
"0.0","497","115","4"
"0.8519","192","24","3"
"-0.6486","4","-9","1"
"-0.296","4","-9","1"
"0.0","174","16","4"
"0.7506","4","-9","1"
"0.4926","4","-9","2"
"0.2263","4","-9","1"
"0.0","4","-9","0"
"0.5093","4","-9","2"
"0.0","497","115","1"
"-0.296","4","-9","1"
"0.9081","4","-9","2"
"0.8591","4","-9","3"
"0.0","309","42","2"
"0.0","4","-9","2"
"0.6959","4","-9","0"
"0.8016","4","-9","1"
"-0.6486","4","-9","1"
"0.9153","4","-9","1"
"0.0","192","24","0"
"-0.6486","4","-9","1"
"0.3612","4","-9","1"
"0.7351","4","-9","1"
"0.0","4","-9","2"
"0.0","1942","427","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.4019","4","-9","0"
"-0.3778","4","-9","1"
"0.8356","4","-9","0"
"0.6808","4","-9","0"
"0.0","4","-9","1"
"0.0","4","-9","3"
"0.6476","4","-9","3"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.5719","4","-9","3"
"0.3612","4","-9","2"
"0.6369","174","16","1"
"0.6573","4","-9","1"
"0.0","4","-9","3"
"0.0","4","-9","1"
"0.0","4","-9","0"
"0.0","4","-9","2"
"0.7944","497","115","2"
"0.8591","4","-9","1"
"-0.296","4","-9","1"
"-0.25","4","-9","1"
"-0.6486","4","-9","1"
"0.0","4","-9","1"
"-0.1531","1942","427","2"
"0.0","4","-9","0"
"0.6557","4","-9","1"
"0.8168","4","-9","1"
"0.0","4","-9","0"
"0.2124","174","16","3"
"-0.296","4","-9","1"
"0.0","4","-9","4"
"-0.384","4","-9","3"
"0.3612","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","0"
"-0.5408","4","-9","0"
"0.0","497","115","3"
"0.555","4","-9","2"
"0.2023","4","-9","2"
"0.0","4","-9","0"
"-0.2057","4","-9","2"
"0.0","4","-9","2"
"0.3182","1599","-140","2"
"0.7506","4","-9","2"
"-0.5308","497","115","1"
"0.5106","4","-9","1"
"-0.34","4","-9","2"
"0.6369","4","-9","2"
"0.6486","4","-9","0"
"-0.7395","4","-9","1"
"0.5927","44","-48","3"
"0.2732","4","-9","1"
"0.0","4","-9","4"
"0.0","4","-9","2"
"0.0","4","-9","0"
"-0.1531","4","-9","1"
"0.6588","4","-9","3"
"0.0","4","-9","0"
"0.5423","4","-9","1"
"0.0","497","115","2"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.4588","4","-9","0"
"-0.7563","1942","427","1"
"0.8625","1599","-140","0"
"0.0","4","-9","1"
"0.0","4","-9","3"
"0.0","44","-48","2"
"0.0","4","-9","1"
"0.8519","4","-9","0"
"-0.5267","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","4"
"0.7964","1942","427","0"
"0.0258","4","-9","0"
"0.5106","497","115","2"
"0.0","44","-48","0"
"0.8777","1942","427","1"
"0.0","4","-9","1"
"0.3724","4","-9","2"
"0.5106","4","-9","2"
"0.3612","4","-9","1"
"0.3182","4","-9","2"
"0.836","4","-9","0"
"0.0","497","115","1"
"0.0","4","-9","1"
"0.6705","4","-9","2"
"0.1531","497","115","1"
"0.0","4","-9","4"
"0.8402","4","-9","0"
"-0.296","4","-9","1"
"0.5859","497","115","0"
"0.0","4","-9","4"
"0.6988","4","-9","0"
"-0.5719","4","-9","2"
"0.3818","4","-9","0"
"0.4019","4","-9","1"
"0.4215","4","-9","3"
"0.0","4","-9","4"
"0.296","4","-9","1"
"0.0","1599","-140","2"
"0.0","4","-9","1"
"-0.296","4","-9","0"
"0.0","4","-9","1"
"0.0","4","-9","3"
"0.6597","121","43","1"
"-0.4939","4","-9","1"
"0.9429","750","120","1"
"0.4588","4","-9","2"
"0.6114","4","-9","1"
"0.5574","4","-9","1"
"0.0","4","-9","2"
"-0.296","4","-9","2"
"0.9049","4","-9","2"
"0.4939","4","-9","4"
"-0.1531","4","-9","1"
"0.8289","4","-9","1"
"0.0","4","-9","2"
"0.3182","4","-9","1"
"0.4588","4","-9","2"
"0.0","4","-9","1"
"0.5859","4","-9","1"
"0.0","4","-9","0"
"0.0","4","-9","2"
"0.7096","4","-9","0"
"0.4927","1599","-140","0"
"0.0","4","-9","3"
"0.0","4","-9","1"
"0.8519","497","115","1"
"0.0","4","-9","1"
"-0.7176","497","115","2"
"0.7003","4","-9","0"
"0.128","4","-9","4"
"0.0","4","-9","2"
"0.7717","4","-9","3"
"0.8481","4","-9","2"
"0.0","4","-9","0"
"0.0","4","-9","1"
"-0.296","4","-9","0"
"0.2732","4","-9","0"
"0.0","4","-9","3"
"0.7964","4","-9","2"
"0.0","4","-9","0"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","497","115","1"
"0.5859","4","-9","1"
"0.2732","4","-9","0"
"0.4588","4","-9","1"
"-0.1779","4","-9","1"
"0.0","4","-9","1"
"0.3182","1599","-140","2"
"0.0","4","-9","2"
"0.0","497","115","2"
"0.2363","4","-9","0"
"-0.2732","4","-9","2"
"0.743","4","-9","1"
"0.7096","4","-9","1"
"0.1779","4","-9","1"
"0.0","1599","-140","1"
"0.7964","4","-9","1"
"0.6115","4","-9","2"
"0.0","4","-9","2"
"0.6369","4","-9","1"
"0.0","4","-9","3"
"0.0","4","-9","1"
"0.9228","4","-9","2"
"0.0","4","-9","0"
"0.0","4","-9","3"
"0.4708","497","115","3"
"0.91","4","-9","3"
"-0.296","4","-9","1"
"0.7866","4","-9","1"
"0.886","4","-9","0"
"-0.3252","4","-9","0"
"0.5719","4","-9","2"
"0.7042","750","120","1"
"0.0","4","-9","1"
"0.7618","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.4926","4","-9","0"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.1779","4","-9","0"
"0.1263","497","115","2"
"-0.34","4","-9","1"
"-0.7096","4","-9","2"
"0.0","4","-9","2"
"0.2709","4","-9","1"
"0.0","4","-9","2"
"-0.4939","4","-9","2"
"0.7906","4","-9","0"
"0.0","497","115","1"
"0.0","1599","-140","1"
"-0.3089","4","-9","1"
"-0.2263","4","-9","1"
"0.3382","4","-9","2"
"0.5267","4","-9","2"
"0.0","1942","427","2"
"0.0","4","-9","0"
"0.4939","4","-9","1"
"0.3818","4","-9","1"
"0.7358","4","-9","0"
"0.0","4","-9","2"
"0.5423","4","-9","1"
"0.3612","4","-9","2"
"0.6166","4","-9","1"
"0.0","4","-9","1"
"-0.8997","497","115","0"
"-0.3477","4","-9","1"
"0.0","4","-9","4"
"0.4404","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","0"
"0.0","4","-9","2"
"-0.0258","4","-9","2"
"0.296","4","-9","2"
"0.8682","750","120","2"
"0.1513","4","-9","2"
"0.0","497","115","0"
"0.0","4","-9","2"
"0.0","497","115","2"
"0.0","44","-48","2"
"0.8689","4","-9","4"
"0.4939","4","-9","4"
"0.0","4","-9","2"
"0.5093","4","-9","0"
"0.0","4","-9","0"
"0.0","1599","-140","1"
"0.7579","4","-9","0"
"-0.4939","4","-9","0"
"0.0","44","-48","0"
"0.5423","44","-48","4"
"0.4926","4","-9","4"
"0.631","4","-9","0"
"0.0","4","-9","0"
"0.4404","4","-9","1"
"0.4912","497","115","1"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.5423","497","115","2"
"0.6437","4","-9","0"
"0.7184","44","-48","2"
"0.0","4","-9","4"
"0.0","4","-9","2"
"0.8316","4","-9","1"
"0.8328","1599","-140","3"
"0.2263","4","-9","1"
"0.836","1942","427","1"
"0.0","4","-9","0"
"0.0","4","-9","1"
"0.3182","4","-9","0"
"0.7845","4","-9","2"
"0.7177","4","-9","2"
"0.0","4","-9","2"
"-0.6543","4","-9","0"
"0.0","497","115","0"
"0.0","4","-9","2"
"-0.154","497","115","1"
"0.0","4","-9","2"
"0.0","4","-9","0"
"0.0","497","115","3"
"0.128","4","-9","1"
"0.5994","4","-9","0"
"0.5994","4","-9","2"
"0.0","4","-9","0"
"0.0","44","-48","3"
"0.1458","4","-9","4"
"0.0","4","-9","0"
"0.0","497","115","1"
"0.0","4","-9","2"
"0.3612","4","-9","3"
"0.7351","4","-9","3"
"-0.4228","4","-9","1"
"0.0","4","-9","2"
"0.4374","4","-9","4"
"0.0","4","-9","2"
"0.0","497","115","3"
"0.0","4","-9","0"
"0.1531","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","0"
"-0.5386","44","-48","1"
"0.5267","4","-9","0"
"0.0","4","-9","4"
"0.0","4","-9","0"
"0.0","4","-9","1"
"-0.7351","4","-9","4"
"-0.5423","4","-9","3"
"0.0","4","-9","0"
"0.0","4","-9","4"
"-0.2023","4","-9","2"
"0.0","497","115","1"
"0.6249","4","-9","2"
"0.0","4","-9","0"
"0.4019","4","-9","4"
"0.0","4","-9","1"
"0.0","4","-9","2"
"-0.4588","4","-9","1"
"0.0","4","-9","4"
"0.4215","4","-9","0"
"0.3182","4","-9","2"
"0.4753","4","-9","1"
"0.1779","44","-48","1"
"0.8655","4","-9","3"
"0.0772","4","-9","1"
"0.0","1942","427","2"
"0.2617","4","-9","2"
"0.743","4","-9","0"
"0.5859","4","-9","2"
"0.8934","4","-9","3"
"0.1511","4","-9","2"
"-0.3182","4","-9","0"
"0.0","4","-9","2"
"0.7644","4","-9","2"
"0.1779","4","-9","0"
"0.4588","4","-9","2"
"-0.4215","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.1838","4","-9","2"
"0.0","4","-9","2"
"0.4215","4","-9","0"
"0.0","4","-9","0"
"0.5574","4","-9","4"
"0.8902","4","-9","1"
"0.34","4","-9","0"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","4"
"0.5994","4","-9","1"
"0.0","4","-9","3"
"-0.296","4","-9","1"
"0.0","4","-9","1"
"0.3818","4","-9","0"
"0.0","4","-9","3"
"0.0","4","-9","3"
"0.69","4","-9","3"
"0.8975","497","115","3"
"0.7845","4","-9","1"
"0.7269","4","-9","1"
"-0.3818","1599","-140","1"
"0.5209","4","-9","1"
"0.4015","4","-9","2"
"-0.2057","4","-9","2"
"0.5859","4","-9","1"
"0.7579","4","-9","1"
"0.5267","4","-9","0"
"-0.3818","4","-9","2"
"0.0","4","-9","1"
"0.0","497","115","4"
"0.0","4","-9","0"
"0.784","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","4"
"0.0","750","120","1"
"0.0","4","-9","1"
"0.5267","4","-9","0"
"0.2732","497","115","1"
"0.6369","4","-9","2"
"0.4404","1942","427","1"
"-0.34","4","-9","0"
"0.0","4","-9","1"
"0.5106","4","-9","4"
"-0.6113","44","-48","2"
"0.8689","1599","-140","1"
"0.0","497","115","1"
"-0.5106","4","-9","2"
"0.4939","4","-9","4"
"-0.2732","4","-9","1"
"0.0","1942","427","0"
"-0.5106","1942","427","1"
"0.6597","4","-9","1"
"-0.7717","4","-9","2"
"0.6369","4","-9","3"
"0.4939","4","-9","1"
"0.0","4","-9","1"
"0.6486","4","-9","1"
"0.1531","4","-9","2"
"0.0","4","-9","1"
"0.0","1942","427","2"
"0.0","4","-9","2"
"0.5661","4","-9","2"
"0.0","4","-9","3"
"-0.34","4","-9","2"
"0.0","4","-9","1"
"-0.048","4","-9","1"
"-0.3164","4","-9","2"
"0.0","4","-9","2"
"0.0","4","-9","2"
"0.8718","4","-9","0"
"-0.1779","4","-9","1"
"0.0","1599","-140","1"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","1942","427","1"
"0.7425","4","-9","0"
"0.0","4","-9","1"
"-0.357","4","-9","4"
"0.6369","4","-9","3"
"-0.3182","750","120","4"
"0.0","4","-9","1"
"0.0","4","-9","1"
"0.7506","4","-9","3"
"0.3612","4","-9","2"
"0.8531","4","-9","1"
"-0.8363","4","-9","2"
"0.4588","4","-9","2"
"-0.0836","4","-9","0"
"0.4404","4","-9","2"
"0.0","4","-9","0"
"-0.8543","4","-9","4"
"0.4404","4","-9","3"
"0.0","4","-9","0"
"0.0","4","-9","3"
"0.0","4","-9","2"
"0.0","1942","427","2"
"0.0","4","-9","1"
"0.8074","4","-9","4"
"0.5859","4","-9","1"
"0.0","4","-9","2"
"0.6369","4","-9","3"
"0.0","4","-9","1"
"0.0","4","-9","1"
"-0.0516","4","-9","1"
"0.0","4","-9","2"
"0.1521","750","120","1"
"0.7096","4","-9","2"
"0.0","4","-9","3"
"0.0","4","-9","1"
"0.0","4","-9","1"
"-0.0772","4","-9","0"
"-0.8502","4","-9","1"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","1"
"0.0","4","-9","2"
"0.0","4","-9","3"
"0.6369","4","-9","3"
"0.0","4","-9","1"
"0.7773","4","-9","2"
"0.0","4","-9","3"
"0.4098","4","-9","1"
"0.0","750","120","1"
"0.8918","4","-9","3"
"0.0","497","115","3"
"-0.3089","4","-9","0"
"0.1779","750","120","2"
"-0.0516","4","-9","2"
"0.0","4","-9","3"
"0.3612","4","-9","3"
"0.0","4","-9","2"
"0.168","4","-9","1"
"0.4019","4","-9","2"
"0.0","4","-9","2"
"0.9378","4","-9","1"
"-0.0572","1942","427","0"
"0.0","4","-9","3"
"0.6239","4","-9","0"
"0.0","750","120","0"
"0.0","497","115","1"
"0.0","4","-9","3"
"0.126","4","-9","4"
"0.0516","1942","427","1"
"0.8225","4","-9","0"
