polarity,homeless,homeless_trend
0.81,4,-9
0.81,4,-9
0.81,4,-9
0.81,4,-9
0.6239,4,-9
0.6239,4,-9
0.6239,4,-9
0.6239,4,-9
0.8625,231,32
0.8625,231,32
0.8625,231,32
0.8625,231,32
0.8268,4,-9
0.8268,4,-9
0.8268,4,-9
0.8268,4,-9
0.9035,1708,368
0.9035,1708,368
0.9035,1708,368
0.9035,1708,368
0.5423,15,15
0.5423,15,15
0.5423,15,15
0.5423,15,15
0.636,13,10
0.636,13,10
0.636,13,10
0.636,13,10
0.8126,1599,-140
0.8126,1599,-140
0.8126,1599,-140
0.8126,1599,-140
0.5994,456,149
0.5994,456,149
0.5994,456,149
0.5994,456,149
0.865,13,10
0.865,13,10
0.865,13,10
0.865,13,10
0.5837,13,10
0.5837,13,10
0.5837,13,10
0.5837,13,10
0.6369,210,210
0.6369,210,210
0.6369,210,210
0.6369,210,210
0.6633,5813,1624
0.6633,5813,1624
0.6633,5813,1624
0.6633,5813,1624
0.5719,4,-9
0.5719,4,-9
0.5719,4,-9
0.5719,4,-9
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.6476,212,84
0.6476,212,84
0.6476,212,84
0.6476,212,84
0.5719,4,-9
0.765,5061,2024
0.7096,4,-9
0.8164,13,10
0.5994,279,55
0.8714,4,-9
0.836,5061,2024
0.7003,672,189
0.636,672,189
0.5514,890,283
0.5386,5061,2024
0.5719,4,-9
0.6588,679,-49
0.8513,247,99
0.6249,289,120
0.7678,89,89
0.5719,4,-9
0.5267,444,136
0.9523,5061,2024
0.6249,1205,179
0.5994,4,-9
0.8143,1367,380
0.6369,497,115
0.873,4,-9
0.8519,5061,2024
0.8519,5061,2024
0.8519,4,-9
0.7639,69,46
0.5267,165,44
0.5859,31,7
0.8519,4,-9
0.5719,9,-9
0.7964,4,-9
0.6996,13,10
0.6249,174,16
0.8519,5061,2024
0.7579,5061,2024
0.8519,5061,2024
0.6331,5061,2024
0.7164,4,-9
0.6369,165,44
0.5719,1708,368
0.8997,5061,2024
0.807,165,44
0.6369,168,-2
0.8271,5061,2024
0.6588,248,-33
0.8297,750,120
0.9286,4,-9
0.7184,180,46
0.5859,5061,2024
0.6705,2582,2582
0.6433,1708,368
0.6884,4,-9
0.5994,5061,2024
0.7184,672,189
0.7425,5061,2024
0.743,5061,2024
0.765,13,10
0.6908,750,120
0.5719,327,48
0.7717,2582,2582
0.6249,5061,2024
0.8779,1166,426
0.743,248,-33
0.743,5813,1624
0.7783,5813,1624
0.6249,5061,2024
0.7906,3129,3129
0.5106,13,10
0.5256,709,-241
0.5267,1708,368
0.8481,1708,368
0.6808,183,183
0.7964,4,-9
0.6369,337,114
0.6114,5061,2024
0.8442,816,5
0.5859,2582,2582
0.624,13,10
0.6588,65,-6
0.6369,4,-9
0.5106,816,5
0.5106,816,5
0.5106,816,5
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.5244,266,-51
0.5244,266,-51
0.5244,266,-51
0.5826,2582,2582
0.5826,2582,2582
0.5826,2582,2582
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.7579,13,10
0.7579,13,10
0.7579,13,10
0.9084,4,-9
0.9084,4,-9
0.9084,4,-9
0.6249,225,107
0.6249,225,107
0.6249,225,107
0.5256,66,66
0.5256,66,66
0.5256,66,66
0.5859,5061,2024
0.5859,5061,2024
0.5859,5061,2024
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.5709,1599,-140
0.5709,1599,-140
0.5709,1599,-140
0.7717,121,43
0.7717,121,43
0.7717,121,43
0.6705,4,-9
0.6705,4,-9
0.6705,4,-9
0.6696,51,18
0.6696,51,18
0.6696,51,18
0.8356,4,-9
0.8356,4,-9
0.8356,4,-9
0.5719,3129,3129
0.5719,3129,3129
0.5719,3129,3129
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6988,5061,2024
0.6988,5061,2024
0.6988,5061,2024
0.6124,738,121
0.6124,738,121
0.6124,738,121
0.8176,1166,426
0.8176,1166,426
0.8176,1166,426
0.7579,4,-9
0.7579,4,-9
0.7579,4,-9
0.5994,0,-1215
0.5994,0,-1215
0.5994,0,-1215
0.5719,4,-9
0.5719,4,-9
0.5719,4,-9
0.75,13,10
0.75,13,10
0.75,13,10
0.6249,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.6369,165,44
0.6369,165,44
0.6369,165,44
0.8689,4,-9
0.8689,4,-9
0.8689,4,-9
0.5994,5061,2024
0.5994,5061,2024
0.5994,5061,2024
0.5994,5061,2024
0.5719,1708,368
0.5719,1708,368
0.5719,1708,368
0.5719,1708,368
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.6249,1708,368
0.6249,1708,368
0.6249,1708,368
0.6249,1708,368
0.7491,4,-9
0.7491,4,-9
0.7491,4,-9
0.7491,4,-9
0.784,4,-9
0.784,4,-9
0.784,4,-9
0.784,4,-9
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.7543,497,115
0.7543,497,115
0.7543,497,115
0.7543,497,115
0.8555,4,-9
0.8555,4,-9
0.8555,4,-9
0.8555,4,-9
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.5106,3,-10
0.5106,3,-10
0.5106,3,-10
0.5106,3,-10
0.765,5061,2024
0.765,5061,2024
0.765,5061,2024
0.765,5061,2024
0.8519,1599,-140
0.8519,1599,-140
0.8519,1599,-140
0.8519,1599,-140
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.7263,2582,2582
0.7263,2582,2582
0.7263,2582,2582
0.7263,2582,2582
0.5859,4,-9
0.5859,4,-9
0.5859,4,-9
0.5859,4,-9
0.7351,247,99
0.7351,247,99
0.7351,247,99
0.7351,247,99
0.6467,4,-9
0.6467,4,-9
0.6467,4,-9
0.6467,4,-9
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.802,4,-9
0.802,4,-9
0.802,4,-9
0.802,4,-9
0.7351,4,-9
0.7351,4,-9
0.7351,4,-9
0.7351,4,-9
0.7351,309,42
0.7351,309,42
0.7351,309,42
0.7351,309,42
0.7615,5813,1624
0.7615,5813,1624
0.7615,5813,1624
0.7615,5813,1624
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.5483,4,-9
0.5483,4,-9
0.5483,4,-9
0.5483,4,-9
0.9477,4,-9
0.9477,4,-9
0.9477,4,-9
0.9477,4,-9
0.5859,4,-9
0.5859,4,-9
0.5859,4,-9
0.5859,4,-9
0.9151,1205,179
0.9151,1205,179
0.9151,1205,179
0.9151,1205,179
0.765,192,67
0.765,192,67
0.765,192,67
0.765,192,67
0.8271,5061,2024
0.8271,5061,2024
0.8271,5061,2024
0.8271,5061,2024
0.5719,5813,1624
0.5719,5813,1624
0.5719,5813,1624
0.5719,5813,1624
0.6369,13,10
0.5696,4,-9
0.5562,4,-9
0.5106,816,5
0.6369,13,10
0.5994,5061,2024
0.5859,5813,1624
0.743,5061,2024
0.743,5061,2024
0.743,5061,2024
0.8016,327,48
0.8016,327,48
0.8016,327,48
0.8465,205,92
0.8465,205,92
0.8465,205,92
0.6249,4,-9
0.6249,4,-9
0.6249,4,-9
0.5542,183,183
0.5542,183,183
0.5542,183,183
0.6705,295,-14
0.6705,295,-14
0.6705,295,-14
0.8798,1166,426
0.8798,1166,426
0.8798,1166,426
0.68,1599,-140
0.68,1599,-140
0.68,1599,-140
0.5023,5061,2024
0.5023,5061,2024
0.5023,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.5267,5813,1624
0.5267,5813,1624
0.5267,5813,1624
0.8442,13,10
0.8442,13,10
0.8442,13,10
0.8555,1708,368
0.8555,1708,368
0.8555,1708,368
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.6696,4,-9
0.6696,4,-9
0.6696,4,-9
0.7579,4,-9
0.7579,4,-9
0.7579,4,-9
0.7579,4,-9
0.6705,4,-9
0.6705,4,-9
0.6705,4,-9
0.6705,4,-9
0.9001,1708,368
0.9001,1708,368
0.9001,1708,368
0.9001,1708,368
0.7783,4,-9
0.7783,4,-9
0.7783,4,-9
0.7783,4,-9
0.6369,5813,1624
0.6369,5813,1624
0.6369,5813,1624
0.6369,5813,1624
0.7297,387,78
0.7297,387,78
0.7297,387,78
0.7297,387,78
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.6369,1942,427
0.6369,1942,427
0.6369,1942,427
0.6369,1942,427
0.5719,165,44
0.5719,165,44
0.8395,46,14
0.8395,46,14
0.765,497,115
0.765,497,115
0.5449,4,-9
0.5449,4,-9
0.7906,672,189
0.5267,1599,-140
0.5719,165,44
0.5859,5061,2024
0.6956,709,-241
0.8074,5813,1624
0.7964,5061,2024
0.5859,165,44
0.8074,5061,2024
0.7568,4,-9
0.5255,4,-9
0.8553,13,10
0.8267,18,10
0.7707,0,-403
0.6996,13,10
0.5859,5061,2024
0.8221,5061,2024
0.6884,4,-9
0.5267,5061,2024
0.6249,5061,2024
0.7964,5061,2024
0.8271,165,44
0.6124,5813,1624
0.5719,2582,2582
0.6369,5061,2024
0.5399,5061,2024
0.5719,4,-9
0.7345,13,10
0.658,5813,1624
0.6166,4,-9
0.7707,816,5
0.7959,1367,380
0.7481,5061,2024
0.6249,4,-9
0.6114,4,-9
0.5994,5061,2024
0.5023,1708,368
0.8555,4,-9
0.9089,13,10
0.6249,327,48
0.6476,41,41
0.6341,816,5
0.5106,4,-9
0.7412,4,-9
0.8316,13,10
0.5994,816,5
0.6369,13,10
0.5267,4,-9
0.6249,5061,2024
0.5994,4,-9
0.6166,387,78
0.5719,4,-9
0.6369,709,-241
0.8807,1708,368
0.6369,1708,368
0.8225,2582,2582
0.6808,4,-9
0.6808,4,-9
0.6476,0,-403
0.6476,0,-403
0.6476,0,-403
0.7845,5813,1624
0.7845,5813,1624
0.678,4,-9
0.678,4,-9
0.678,4,-9
0.802,5813,1624
0.802,5813,1624
0.802,5813,1624
0.6696,5061,2024
0.6696,5061,2024
0.6696,5061,2024
0.6408,1599,-140
0.6408,1599,-140
0.6408,1599,-140
0.7461,2582,2582
0.7461,2582,2582
0.7461,2582,2582
0.8481,750,120
0.8481,750,120
0.8481,750,120
0.7184,5061,2024
0.7184,5061,2024
0.7184,5061,2024
0.6114,13,10
0.6114,13,10
0.6114,13,10
0.8625,4,-9
0.8625,4,-9
0.8625,4,-9
0.6166,4,-9
0.6166,4,-9
0.6166,4,-9
0.5719,4,-9
0.5719,4,-9
0.5719,4,-9
0.6114,2582,2582
0.6114,2582,2582
0.6114,2582,2582
0.5267,5813,1624
0.5267,5813,1624
0.5267,5813,1624
0.5719,13,10
0.5719,13,10
0.5719,13,10
0.7184,5061,2024
0.7184,5061,2024
0.7184,5061,2024
0.7351,183,183
0.7351,183,183
0.7351,183,183
0.6369,25,8
0.6369,25,8
0.6369,25,8
0.6808,5061,2024
0.6808,5061,2024
0.6808,5061,2024
0.6249,4,-9
0.6249,4,-9
0.6249,4,-9
0.7845,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.7873,1708,368
0.7873,1708,368
0.7873,1708,368
0.5994,2582,2582
0.5994,2582,2582
0.5994,2582,2582
0.5994,2582,2582
0.9042,679,-49
0.9042,679,-49
0.9042,679,-49
0.9042,679,-49
0.7482,13,10
0.7482,13,10
0.7482,13,10
0.7482,13,10
0.6249,1708,368
0.6249,1708,368
0.6249,1708,368
0.6249,1708,368
0.6705,212,84
0.6705,212,84
0.6705,212,84
0.6705,212,84
0.7346,4,-9
0.7346,4,-9
0.7346,4,-9
0.7346,4,-9
0.7297,279,55
0.7297,279,55
0.7297,279,55
0.7297,279,55
0.8442,5813,1624
0.8442,5813,1624
0.8442,5813,1624
0.8442,5813,1624
0.6219,4,-9
0.6219,4,-9
0.6219,4,-9
0.6219,4,-9
0.836,5813,1624
0.836,5813,1624
0.836,5813,1624
0.836,5813,1624
0.5994,987,987
0.5994,987,987
0.5994,987,987
0.5994,987,987
0.7177,1599,-140
0.7177,1599,-140
0.7177,1599,-140
0.7177,1599,-140
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.5719,165,44
0.5719,165,44
0.5719,165,44
0.5719,165,44
0.5913,4,-9
0.5913,4,-9
0.5913,4,-9
0.5913,4,-9
0.7297,165,44
0.7297,165,44
0.7297,165,44
0.7297,165,44
0.5499,4,-9
0.5499,4,-9
0.5499,4,-9
0.5499,4,-9
0.6249,13,10
0.6249,13,10
0.6249,13,10
0.6249,13,10
0.5267,4,-9
0.5267,4,-9
0.5267,4,-9
0.5267,4,-9
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.8786,4,-9
0.8786,4,-9
0.8786,4,-9
0.8786,4,-9
0.6696,327,48
0.6696,327,48
0.6696,327,48
0.6696,327,48
0.5859,5061,2024
0.5859,5061,2024
0.5859,5061,2024
0.5859,5061,2024
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.5719,1599,-140
0.5719,1599,-140
0.5719,1599,-140
0.5719,1599,-140
0.5622,4,-9
0.5622,4,-9
0.5622,4,-9
0.5622,4,-9
0.743,4,-9
0.743,4,-9
0.743,4,-9
0.743,4,-9
0.802,4,-9
0.802,4,-9
0.802,4,-9
0.802,4,-9
0.7351,5061,2024
0.7351,5061,2024
0.7351,5061,2024
0.7351,5061,2024
0.5994,337,114
0.5994,337,114
0.5994,337,114
0.5994,337,114
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.5106,4,-9
0.5106,4,-9
0.5106,4,-9
0.5106,4,-9
0.5983,411,51
0.5983,411,51
0.5983,411,51
0.5983,411,51
0.765,4,-9
0.765,4,-9
0.765,4,-9
0.765,4,-9
0.5994,0,-403
0.5994,0,-403
0.5994,0,-403
0.5994,0,-403
0.6808,4,-9
0.6808,4,-9
0.6808,4,-9
0.6808,4,-9
0.5106,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.8367,4,-9
0.8367,4,-9
0.8367,4,-9
0.8367,4,-9
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.5093,251,47
0.5093,251,47
0.5093,251,47
0.5093,251,47
0.5719,1708,368
0.5719,1708,368
0.5719,1708,368
0.5719,1708,368
0.6908,672,189
0.6908,672,189
0.6908,672,189
0.6908,672,189
0.6808,709,-241
0.6808,709,-241
0.6808,709,-241
0.6808,709,-241
0.6124,13,0
0.6124,13,0
0.6124,13,0
0.6124,13,0
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.7345,5813,1624
0.7345,5813,1624
0.7345,5813,1624
0.7345,5813,1624
0.5719,215,-224
0.5719,215,-224
0.5719,215,-224
0.5719,215,-224
0.7345,5061,2024
0.7345,5061,2024
0.7345,5061,2024
0.7345,5061,2024
0.5106,1708,368
0.5106,1708,368
0.5106,1708,368
0.5106,1708,368
0.7351,12,2
0.7351,12,2
0.7351,12,2
0.7351,12,2
0.8176,12,2
0.8176,12,2
0.8176,12,2
0.8176,12,2
0.8547,13,10
0.8547,13,10
0.8547,13,10
0.8547,13,10
0.6597,13,10
0.6597,13,10
0.6597,13,10
0.6597,13,10
0.8258,327,48
0.8258,327,48
0.8258,327,48
0.8258,327,48
0.6369,13,10
0.6369,13,10
0.6369,13,10
0.6369,13,10
0.7345,4,-9
0.7345,4,-9
0.7345,4,-9
0.7345,4,-9
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.6597,327,48
0.6597,327,48
0.6597,327,48
0.6597,327,48
0.6369,5813,1624
0.6369,5813,1624
0.6369,5813,1624
0.6369,5813,1624
0.6908,387,78
0.6908,387,78
0.6908,387,78
0.6908,387,78
0.5574,4,-9
0.5574,4,-9
0.5574,4,-9
0.5574,4,-9
0.93,1708,368
0.93,1708,368
0.93,1708,368
0.93,1708,368
0.6369,327,48
0.6369,327,48
0.6369,327,48
0.6369,327,48
0.5106,75,-30
0.5106,75,-30
0.5106,75,-30
0.5106,75,-30
0.7579,5061,2024
0.7579,5061,2024
0.7579,5061,2024
0.7845,4,-9
0.7845,4,-9
0.7845,4,-9
0.8271,1058,280
0.8271,1058,280
0.8271,1058,280
0.7783,5813,1624
0.7783,5813,1624
0.7783,5813,1624
0.7067,5061,2024
0.7067,5061,2024
0.7067,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.5719,5061,2024
0.7579,5061,2024
0.7579,5061,2024
0.7579,5061,2024
0.5598,236,-9
0.5598,236,-9
0.5598,236,-9
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.8421,4,-9
0.8421,4,-9
0.8421,4,-9
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.8047,4,-9
0.8047,4,-9
0.8047,4,-9
0.6868,1708,368
0.6868,1708,368
0.6868,1708,368
0.7184,1599,-140
0.7184,1599,-140
0.7184,1599,-140
0.5859,1708,368
0.5859,1708,368
0.5859,1708,368
0.9153,5061,2024
0.9153,5061,2024
0.9153,5061,2024
0.5267,4,-9
0.5267,4,-9
0.5267,4,-9
0.5399,266,-51
0.5399,266,-51
0.5399,266,-51
0.5719,1708,368
0.5719,1708,368
0.5719,1708,368
0.765,4,-9
0.765,4,-9
0.765,4,-9
0.6802,4,-9
0.6802,4,-9
0.6802,4,-9
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.5574,1599,-140
0.5574,1599,-140
0.5574,1599,-140
0.836,5061,2024
0.836,5061,2024
0.836,5061,2024
0.6799,4,-9
0.6799,4,-9
0.6799,4,-9
0.6369,1708,368
0.6369,1708,368
0.6369,1708,368
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8225,5061,2024
0.8225,5061,2024
0.8225,5061,2024
0.6705,4,-9
0.6705,4,-9
0.6705,4,-9
0.5574,44,13
0.5574,44,13
0.5574,44,13
0.6908,4,-9
0.6908,4,-9
0.6908,4,-9
0.8955,4,-9
0.8955,4,-9
0.8955,4,-9
0.6892,1708,368
0.6892,1708,368
0.6892,1708,368
0.6249,4,-9
0.6249,4,-9
0.6249,4,-9
0.7964,44,-48
0.7964,44,-48
0.7964,44,-48
0.6808,337,114
0.6808,337,114
0.6808,337,114
0.6808,337,114
0.5859,5061,2024
0.5859,5061,2024
0.5859,5061,2024
0.5859,5061,2024
0.6723,5813,1624
0.6723,5813,1624
0.6723,5813,1624
0.6723,5813,1624
0.7263,5813,1624
0.7263,5813,1624
0.7263,5813,1624
0.7263,5813,1624
0.6599,5061,2024
0.6599,5061,2024
0.6599,5061,2024
0.6599,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.8091,167,37
0.8091,167,37
0.8091,167,37
0.8091,167,37
0.6249,372,372
0.6249,372,372
0.6249,372,372
0.6249,372,372
0.9081,231,32
0.9081,231,32
0.9081,231,32
0.9081,231,32
0.7264,5061,2024
0.7264,5061,2024
0.7264,5061,2024
0.7264,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.5106,5061,2024
0.7783,13,10
0.7783,13,10
0.7783,13,10
0.7783,13,10
0.6573,3129,3129
0.6573,3129,3129
0.6573,3129,3129
0.6573,3129,3129
0.93,709,-241
0.93,709,-241
0.93,709,-241
0.93,709,-241
0.6705,709,-241
0.6705,709,-241
0.6705,709,-241
0.6705,709,-241
0.8173,1367,380
0.8173,1367,380
0.8173,1367,380
0.8173,1367,380
0.6369,5813,1624
0.6369,5813,1624
0.6369,5813,1624
0.6369,5813,1624
0.875,4,-9
0.875,4,-9
0.875,4,-9
0.875,4,-9
0.6705,497,115
0.6705,497,115
0.6705,497,115
0.6705,497,115
0.5719,4,-9
0.5719,4,-9
0.5719,4,-9
0.5719,4,-9
0.7475,355,-3
0.7475,355,-3
0.7475,355,-3
0.7475,355,-3
0.636,816,5
0.636,816,5
0.636,816,5
0.636,816,5
0.7579,0,-1215
0.7579,0,-1215
0.7579,0,-1215
0.7579,0,-1215
0.9628,13,10
0.9628,13,10
0.9628,13,10
0.9628,13,10
0.8718,66,66
0.8718,66,66
0.8718,66,66
0.8718,66,66
0.7003,13,10
0.7003,13,10
0.7003,13,10
0.7003,13,10
0.5267,5813,1624
0.5267,5813,1624
0.5267,5813,1624
0.5267,5813,1624
0.5563,0,-403
0.5563,0,-403
0.5563,0,-403
0.5563,0,-403
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,13,10
0.6369,13,10
0.6369,13,10
0.6369,13,10
0.6114,3129,3129
0.6114,3129,3129
0.6114,3129,3129
0.6114,3129,3129
0.6249,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.6114,5061,2024
0.6114,5061,2024
0.6114,5061,2024
0.6114,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.7845,5061,2024
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.765,5061,2024
0.765,5061,2024
0.765,5061,2024
0.765,5061,2024
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.8519,1599,-140
0.8519,1599,-140
0.8519,1599,-140
0.8519,1599,-140
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.8519,4,-9
0.765,5061,2024
0.765,5061,2024
0.765,5061,2024
0.765,5061,2024
0.5859,3129,3129
0.5859,3129,3129
0.5859,3129,3129
0.5859,3129,3129
0.6249,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.6249,5061,2024
0.7869,1708,368
0.7869,1708,368
0.7869,1708,368
0.7869,1708,368
0.6696,1599,-140
0.6696,1599,-140
0.6696,1599,-140
0.7717,5061,2024
0.7717,5061,2024
0.7717,5061,2024
0.7371,27,12
0.7371,27,12
0.7371,27,12
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.5423,5061,2024
0.5423,5061,2024
0.5423,5061,2024
0.8832,750,120
0.8832,750,120
0.8832,750,120
0.6369,2582,2582
0.6369,2582,2582
0.6369,2582,2582
0.6369,3129,3129
0.6369,3129,3129
0.6369,3129,3129
0.5106,1708,368
0.5106,1708,368
0.5106,1708,368
0.8122,3,0
0.8122,3,0
0.8122,3,0
0.5983,5813,1624
0.5983,5813,1624
0.5983,5813,1624
0.6114,1708,368
0.6114,1708,368
0.6114,1708,368
0.6166,5061,2024
0.6166,5061,2024
0.6166,5061,2024
0.9515,1166,426
0.9515,1166,426
0.9515,1166,426
0.5106,279,55
0.5106,279,55
0.5106,279,55
0.5719,738,121
0.5719,738,121
0.5719,738,121
0.6369,327,48
0.6369,327,48
0.6369,327,48
0.743,5813,1624
0.743,5813,1624
0.743,5813,1624
0.8356,4,-9
0.8356,4,-9
0.8356,4,-9
0.5859,5813,1624
0.5859,5813,1624
0.5859,5813,1624
0.6588,1166,426
0.6588,1166,426
0.6588,1166,426
0.5859,4,-9
0.5859,4,-9
0.5859,4,-9
0.5106,95,38
0.5106,95,38
0.5106,95,38
0.7263,5813,1624
0.7263,5813,1624
0.7263,5813,1624
0.6114,4,-9
0.6114,4,-9
0.6114,4,-9
0.9287,4,-9
0.9287,4,-9
0.9287,4,-9
0.9287,4,-9
0.7906,4,-9
0.7906,4,-9
0.7906,4,-9
0.7906,4,-9
0.6249,337,114
0.6249,337,114
0.6249,337,114
0.6249,337,114
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.6369,4,-9
0.7783,4,-9
0.7783,4,-9
0.7783,4,-9
0.7783,4,-9
0.7698,309,42
0.7698,309,42
0.7698,309,42
0.7698,309,42
0.8402,418,-33
0.8402,418,-33
0.8402,418,-33
0.8402,418,-33
0.7906,4,-9
0.7906,4,-9
0.7906,4,-9
0.7906,4,-9
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.5267,5061,2024
0.6989,75,-30
0.6989,75,-30
0.6989,75,-30
0.6989,75,-30
0.8519,5813,1624
0.8519,5813,1624
0.8519,5813,1624
0.8519,5813,1624
0.8479,4,-9
0.8479,4,-9
0.8479,4,-9
0.8479,4,-9
0.6908,309,42
0.6908,309,42
0.6908,309,42
0.6908,309,42
0.7351,4,-9
0.7351,4,-9
0.7351,4,-9
0.7351,4,-9
0.5267,816,5
0.5267,816,5
0.5267,816,5
0.5267,816,5
0.5081,709,-241
0.5081,709,-241
0.5081,709,-241
0.5081,709,-241
0.5826,5061,2024
0.5826,5061,2024
0.5826,5061,2024
0.5826,5061,2024
0.5994,497,115
0.5994,497,115
0.5994,497,115
0.5994,497,115
0.765,4,-9
0.765,4,-9
0.765,4,-9
0.765,4,-9
0.8636,4,-9
0.8636,4,-9
0.8636,4,-9
0.8636,4,-9
0.6696,387,78
0.6696,387,78
0.6696,387,78
0.6696,387,78
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.5106,709,-241
0.5106,709,-241
0.5106,709,-241
0.5106,709,-241
0.8779,709,-241
0.8779,709,-241
0.8779,709,-241
0.8779,709,-241
0.7433,709,-241
0.7433,709,-241
0.7433,709,-241
0.7433,709,-241
0.7798,709,-241
0.7798,709,-241
0.7798,709,-241
0.7798,709,-241
0.9118,709,-241
0.9118,709,-241
0.9118,709,-241
0.9118,709,-241
0.765,709,-241
0.765,709,-241
0.765,709,-241
0.765,709,-241
0.836,709,-241
0.836,709,-241
0.836,709,-241
0.836,709,-241
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6369,5061,2024
0.6249,4,-9
0.6249,4,-9
0.6249,4,-9
0.6249,4,-9
0.8715,2582,2582
0.8715,2582,2582
0.8715,2582,2582
0.8715,2582,2582
0.5562,1708,368
0.5562,1708,368
0.5562,1708,368
0.5562,1708,368
0.5719,816,5
0.5719,816,5
0.5719,816,5
0.5719,816,5
0.5994,387,78
0.5994,387,78
0.5994,387,78
0.5994,387,78
0.7964,51,18
0.7964,51,18
0.7964,51,18
0.7964,51,18
0.6988,309,42
0.6988,309,42
0.6988,309,42
0.6988,309,42
0.6249,266,-51
0.6249,266,-51
0.6249,266,-51
0.6249,266,-51
0.8525,13,10
0.8525,13,10
0.8525,13,10
0.8525,13,10
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8519,5061,2024
0.8271,4,-9
0.8271,4,-9
0.8271,4,-9
0.8271,4,-9
0.8807,165,44
0.8807,165,44
0.8807,165,44
0.8807,165,44
0.5719,165,44
0.5719,165,44
0.5719,165,44
0.5719,165,44
0.906,2582,2582
0.906,2582,2582
0.906,2582,2582
0.906,2582,2582
0.5719,1599,-140
0.5719,1599,-140
0.5719,1599,-140
0.5719,1599,-140
0.8481,456,149
0.8481,456,149
0.8481,456,149
0.8481,456,149
0.6908,289,120
0.6908,289,120
0.6908,289,120
0.6908,289,120
0.6249,13,10
0.6249,13,10
0.6249,13,10
0.6249,13,10
0.5994,4,-9
0.5994,4,-9
0.5994,4,-9
0.948,4,-9
0.948,4,-9
0.948,4,-9
0.8519,5061,2024
0.8519,5061,2024
